Product Name,product_id,price_current,price_compare_at,category,sub_category,short_description,inventory_count,usp_badges,narrative_block_1_text,narrative_block_2_text,material_details,dimensions_specs,related_product_ids,rating_average,review_count,faq_data
"sumren 274 cm (9 ft) Velvet Blackout Long Door Curtain (Pack Of 2)Ã‚Â Ã‚Â (Printed, Multicolor)",NS-HM-030,198,235.07,Home Furnishings,Decor & Accents,"A deeply comforting sumren 274 cm (9 ft) velvet blackout long door curtain (pack of 2)Ã¢Â Ã¢Â (printed, multicolor) designed to ground your space and promote a parasympathetic response.",33,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-041', 'NS-HM-074', 'NS-HM-075']",4.9,852,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"iLiv 210 TC Microfiber Queen Printed Fitted (Elastic) BedsheetÃ‚Â Ã‚Â (Pack of 1, Gold)",NS-HM-031,220,243.28,Home Furnishings,Decor & Accents,"A deeply comforting iliv 210 tc microfiber queen printed fitted (elastic) bedsheetÃ¢Â Ã¢Â (pack of 1, gold) designed to ground your space and promote a parasympathetic response.",13,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-005', 'NS-HM-081', 'NS-HM-045']",4.9,189,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"AKS Fashion Hub 150 TC Cotton Single Jaipuri Prints Flat BedsheetÃ‚Â Ã‚Â (Pack of 2, Multicolor)",NS-HM-032,80,98.36,Home Furnishings,Decor & Accents,"A deeply comforting aks fashion hub 150 tc cotton single jaipuri prints flat bedsheetÃ¢Â Ã¢Â (pack of 2, multicolor) designed to ground your space and promote a parasympathetic response.",40,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-009', 'NS-HM-067', 'NS-HM-002']",4.6,558,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"GS Home 274.321 cm (9 ft) PVC Transparent Door Curtain Single CurtainÃ‚Â Ã‚Â (Plain, TRANSPARENT)",NS-HM-033,117,132.91,Home Furnishings,Decor & Accents,"A deeply comforting gs home 274.321 cm (9 ft) pvc transparent door curtain single curtainÃ¢Â Ã¢Â (plain, transparent) designed to ground your space and promote a parasympathetic response.",87,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-027', 'NS-HM-037', 'NS-HM-028']",4.7,112,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Cotton colors Ã Â¤â€¢Ã Â¥â€°Ã Â¤Å¸Ã Â¤Â¨ 250 GSM Ã Â¤Â¬Ã Â¤Â¾Ã Â¤Â¥ Ã Â¤Â¤Ã Â¥Å’Ã Â¤Â²Ã Â¤Â¿Ã Â¤Â¯Ã Â¤Â¾ Ã Â¤Â¸Ã Â¥â€¡Ã Â¤Å¸Ã‚Â Ã‚Â (3 Ã Â¤â€¢Ã Â¤Â¾ Ã Â¤ÂªÃ Â¥Ë†Ã Â¤â€¢, Ã Â¤Â°Ã Â¤â€šÃ Â¤â€”: White)",NS-HM-034,145,163.85,Home Furnishings,Decor & Accents,"A deeply comforting cotton colors Ã Â¤â€¢Ã Â¥â€°Ã Â¤Ã¿Ã Â¤Â¨ 250 gsm Ã Â¤Â¬Ã Â¤Â¾Ã Â¤Â¥ Ã Â¤Â¤Ã Â¥Å“Ã Â¤Â²Ã Â¤Â¿Ã Â¤Â¯Ã Â¤Â¾ Ã Â¤Â¸Ã Â¥â€¡Ã Â¤Ã¿Ã¢Â Ã¢Â (3 Ã Â¤â€¢Ã Â¤Â¾ Ã Â¤ÂªÃ Â¥Ë†Ã Â¤â€¢, Ã Â¤Â°Ã Â¤â€šÃ Â¤â€”: white) designed to ground your space and promote a parasympathetic response.",43,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-022', 'NS-HM-065', 'NS-HM-051']",4.8,345,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Printed Cushions CoverÃ‚Â Ã‚Â (Pack of 5, 40 cm*40 cm, Multicolor)",NS-HF-035,35,38.95,Home Furnishings,Decorative Pillows,"A deeply comforting printed cushions coverÃ¢Â Ã¢Â (pack of 5, 40 cm*40 cm, multicolor) designed to ground your space and promote a parasympathetic response.",118,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HF-071', 'NS-HF-019', 'NS-HF-018']",5,816,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Wings Star Top Loading Washing Machine  CoverÃ‚Â Ã‚Â (Width: 59 cm, Brown)",NS-HM-036,94,116.21,Home Furnishings,Decor & Accents,"A deeply comforting wings star top loading washing machine  coverÃ¢Â Ã¢Â (width: 59 cm, brown) designed to ground your space and promote a parasympathetic response.",89,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-043', 'NS-HM-036', 'NS-HM-016']",4.6,842,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
SEMAPHORE Round Rubber Coaster SetÃ‚Â Ã‚Â (Pack of 2),NS-DE-037,160,206.25,Dining & Entertaining,Table Linens,A precision-engineered semaphore round rubber coaster setÃ¢Â Ã¢Â (pack of 2) designed for restorative and effortless culinary experiences.,64,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-001', 'NS-DE-055', 'NS-DE-056']",4.9,803,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Go Texstylers Rectangular Pack of 9 Table PlacematÃ‚Â Ã‚Â (Pink, Cotton)",NS-DE-038,215,270.46,Dining & Entertaining,Table Linens,"A precision-engineered go texstylers rectangular pack of 9 table placematÃ¢Â Ã¢Â (pink, cotton) designed for restorative and effortless culinary experiences.",37,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-070', 'NS-DE-039', 'NS-DE-040']",5,571,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"KVAR Front Loading Washing Machine  CoverÃ‚Â Ã‚Â (Width: 62 cm, Yellow, Brown)",NS-HM-039,148,170.82,Home Furnishings,Decor & Accents,"A deeply comforting kvar front loading washing machine  coverÃ¢Â Ã¢Â (width: 62 cm, yellow, brown) designed to ground your space and promote a parasympathetic response.",42,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-006', 'NS-HM-020', 'NS-HM-035']",4.8,888,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
GKM Polyester Fibre Stripes Sleeping Pillow Pack of 5Ã‚Â Ã‚Â (Red),NS-HF-040,335,378.12,Home Furnishings,Decorative Pillows,A deeply comforting gkm polyester fibre stripes sleeping pillow pack of 5Ã¢Â Ã¢Â (red) designed to ground your space and promote a parasympathetic response.,84,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HF-060', 'NS-HF-084', 'NS-HF-064']",4.5,257,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"SONGMICS Cabinet Organizer Shelf, Set of 2 Kitchen Counter Shelves, Kitchen Storage, Spice Rack, Stackable, Expandable, Metal and Engineered Wood, Ink Black and Natural Beige UKCS02NB",NS-CW-041,137,165.15,Cookware,Pots & Pans,"A precision-engineered songmics cabinet organizer shelf, set of 2 kitchen counter shelves, kitchen storage, spice rack, stackable, expandable, metal and engineered wood, ink black and natural beige ukcs02nb designed for restorative and effortless culinary experiences.",38,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-022', 'NS-CW-049', 'NS-CW-068']",4.8,717,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"VaeFae Bamboo Silverware Drawer Organizer Kitchen, Expandable Utensil Holder and Cutlery Tray with Divider, Flatware Storage and Removable Knife Block",NS-CW-042,108,124.65,Cookware,Pots & Pans,"A precision-engineered vaefae bamboo silverware drawer organizer kitchen, expandable utensil holder and cutlery tray with divider, flatware storage and removable knife block designed for restorative and effortless culinary experiences.",29,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-054', 'NS-CW-057', 'NS-CW-076']",4.7,82,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Pipishell Bamboo Expandable Drawer Organizer for Utensils Holder, Adjustable Cutlery Tray, Wood Drawer Dividers Organizer for Silverware, Flatware, Knives in Kitchen, Bedroom, Living Room",NS-CW-043,26,33.06,Cookware,Pots & Pans,"A precision-engineered pipishell bamboo expandable drawer organizer for utensils holder, adjustable cutlery tray, wood drawer dividers organizer for silverware, flatware, knives in kitchen, bedroom, living room designed for restorative and effortless culinary experiences.",21,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-015', 'NS-CW-061', 'NS-CW-037']",4.7,82,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"ExcelSteel Heavy Duty Handles and Self-draining Solid Ring Base Stainless Steel Colander, 5 Qt, Stainless",NS-HM-044,47,60.94,Home Furnishings,Decor & Accents,"A deeply comforting excelsteel heavy duty handles and self-draining solid ring base stainless steel colander, 5 qt, stainless designed to ground your space and promote a parasympathetic response.",89,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-040', 'NS-HM-012', 'NS-HM-030']",4.6,444,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"BELLA XL Electric Ceramic Titanium Griddle, Make 15 Eggs At Once, Healthy-Eco Non-stick Coating, Hassle-Free Clean Up, Large Submersible Cooking Surface, 12"" x 22"", Copper/Black",NS-CW-045,240,268.57,Cookware,Bakeware,"A precision-engineered bella xl electric ceramic titanium griddle, make 15 eggs at once, healthy-eco non-stick coating, hassle-free clean up, large submersible cooking surface, 12"" x 22"", copper/black designed for restorative and effortless culinary experiences.",117,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-021', 'NS-CW-009', 'NS-CW-029']",4.6,799,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Cookware Diamond Infused Ceramic Nonstick 8"" Frying Pan Skillet, PFAS-Free, Dishwasher Safe, Oven Safe, Blue",NS-CW-046,56,67.49,Cookware,Pots & Pans,"A precision-engineered cookware diamond infused ceramic nonstick 8"" frying pan skillet, pfas-free, dishwasher safe, oven safe, blue designed for restorative and effortless culinary experiences.",45,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-063', 'NS-CW-053', 'NS-CW-087']",4.8,473,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"BELLA Electric Can Opener and Knife Sharpener, Multifunctional Jar and Bottle Opener with Removable Cutting Lever and Cord Storage, Stainless Steel Blade, Black",NS-CW-047,101,116.45,Cookware,Knives & Cutlery,"A precision-engineered bella electric can opener and knife sharpener, multifunctional jar and bottle opener with removable cutting lever and cord storage, stainless steel blade, black designed for restorative and effortless culinary experiences.",109,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-063', 'NS-CW-033', 'NS-CW-075']",4.8,771,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Hiware Extra Large Bamboo Cutting Board for Kitchen, Heavy Duty Wood Cutting Boards with Juice Groove, 100% Organic Bamboo, Pre Oiled, 18"" x 12""",NS-CW-048,192,221.02,Cookware,Prep Tools & Gadgets,"A precision-engineered hiware extra large bamboo cutting board for kitchen, heavy duty wood cutting boards with juice groove, 100% organic bamboo, pre oiled, 18"" x 12"" designed for restorative and effortless culinary experiences.",32,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-076', 'NS-CW-036', 'NS-CW-078']",5,885,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"iDesign Gia Stainless Steel Dish Sponge Holder Basket with Suction Cups, Ideal for Kitchen Sinks and Bathroom Organization, Set of 1, Polished",NS-DE-049,336,411.16,Dining & Entertaining,Dinnerware,"A precision-engineered idesign gia stainless steel dish sponge holder basket with suction cups, ideal for kitchen sinks and bathroom organization, set of 1, polished designed for restorative and effortless culinary experiences.",70,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-073', 'NS-DE-067', 'NS-DE-082']",5,199,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Scotch-Brite Zero Scratch Scrub Sponges, 6 Kitchen Sponges for Washing Dishes and Cleaning the Kitchen and Bath, Non-Scratch Sponge Safe for Non-Stick Cookware",NS-DE-050,266,322.33,Dining & Entertaining,Dinnerware,"A precision-engineered scotch-brite zero scratch scrub sponges, 6 kitchen sponges for washing dishes and cleaning the kitchen and bath, non-scratch sponge safe for non-stick cookware designed for restorative and effortless culinary experiences.",46,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-001', 'NS-DE-005', 'NS-DE-043']",4.8,569,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Scotch-Brite Zero Scratch Scrub Sponges, 3 Kitchen Sponges for Washing Dishes and Cleaning the Kitchen and Bath, Non-Scratch Sponge Safe for Non-Stick Cookware",NS-DE-051,255,324.61,Dining & Entertaining,Dinnerware,"A precision-engineered scotch-brite zero scratch scrub sponges, 3 kitchen sponges for washing dishes and cleaning the kitchen and bath, non-scratch sponge safe for non-stick cookware designed for restorative and effortless culinary experiences.",91,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-029', 'NS-DE-049', 'NS-DE-046']",4.7,44,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Scotch-Brite Zero Scratch Non-Scratch Scrub Sponges, For Washing Dishes and Cleaning Kitchen, 9 Scrub Sponges",NS-DE-052,181,226.35,Dining & Entertaining,Dinnerware,"A precision-engineered scotch-brite zero scratch non-scratch scrub sponges, for washing dishes and cleaning kitchen, 9 scrub sponges designed for restorative and effortless culinary experiences.",21,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-058', 'NS-DE-061', 'NS-DE-025']",5,727,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Lysol Pro Kitchen Spray Cleaner and Degreaser, Antibacterial All Purpose Cleaning Spray for Kitchens, Countertops, Ovens, and Appliances, Citrus Scent, 22oz",NS-CW-053,285,364.2,Cookware,Pots & Pans,"A precision-engineered lysol pro kitchen spray cleaner and degreaser, antibacterial all purpose cleaning spray for kitchens, countertops, ovens, and appliances, citrus scent, 22oz designed for restorative and effortless culinary experiences.",89,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-043', 'NS-CW-083', 'NS-CW-012']",4.7,357,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"YouCopia StoreMore Adjustable Bakeware Rack, Cookie Sheet Baking Pan and Tray Organizer for Kitchen Cabinet and Pantry Storage, Standard, White",NS-CW-054,43,48.2,Cookware,Pots & Pans,"A precision-engineered youcopia storemore adjustable bakeware rack, cookie sheet baking pan and tray organizer for kitchen cabinet and pantry storage, standard, white designed for restorative and effortless culinary experiences.",56,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-012', 'NS-CW-030', 'NS-CW-013']",4.5,592,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Kitchen SinkShroom Revolutionary Clog-Free Stainless Steel Sink Strainer, Chrome gray",NS-HM-055,244,299.1,Home Furnishings,Decor & Accents,"A deeply comforting kitchen sinkshroom revolutionary clog-free stainless steel sink strainer, chrome gray designed to ground your space and promote a parasympathetic response.",83,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-059', 'NS-HM-023', 'NS-HM-051']",5,625,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"YouCopia StoreMore Expandable Pan and Lid Rack, Adjustable Pot Lids and Pans Organizer for Kitchen Storage, 12.5Ã¢â‚¬ -22Ã¢â‚¬  Wide",NS-CW-056,232,261.44,Cookware,Pots & Pans,"A precision-engineered youcopia storemore expandable pan and lid rack, adjustable pot lids and pans organizer for kitchen storage, 12.5Ã¢â‚¬ -22Ã¢â‚¬  wide designed for restorative and effortless culinary experiences.",24,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-056', 'NS-CW-056', 'NS-CW-075']",4.6,824,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"2 Pack Under Sink Organizer, Under Bathroom Cabinet Organizer with Hooks Hanging Cup, Multi-Purpose Storage Shelf for Kitchen Bathroom, Black",NS-DE-057,256,306.47,Dining & Entertaining,Drinkware,"A precision-engineered 2 pack under sink organizer, under bathroom cabinet organizer with hooks hanging cup, multi-purpose storage shelf for kitchen bathroom, black designed for restorative and effortless culinary experiences.",97,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-038', 'NS-DE-006', 'NS-DE-040']",4.4,528,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
